date,product_id,category,units_sold,units_ordered,price,discount(%),weather,season,demand,promotion,holiday,product_name,sales,year,month,quarter,dayofweek,weekofyear,is_holiday_season,promotion_flag,lag_1,rolling_mean_7,rolling_mean_30,growth_rate
2024-05-31,P036,Beauty,2,3,899,0,Humid,Summer,Low,No,No,Fenty Beauty Gloss Bomb,1798.0,2024,5,2024Q2,4,22,0,0,7500.0,3175.0428571428574,3111.5616666666665,-0.7602666666666666
2024-06-05,P037,Clothes,7,10,1500,0,Rainy,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,10500.0,2024,6,2024Q2,2,23,0,0,1798.0,4389.900000000001,3371.6616666666664,4.839822024471635
2024-06-06,P022,Travel Necessaries,1,1,2500,0,Cloudy,Monsoon,Low,No,No,Fenty Beauty Gloss Bomb,2500.0,2024,6,2024Q2,3,23,0,0,10500.0,4426.257142857144,3321.6616666666664,-0.7619047619047619
2024-06-08,P016,Utilities,5,6,35000,10,Rainy,Monsoon,High,Yes,Yes,Fenty Beauty Gloss Bomb,157500.0,2024,6,2024Q2,5,23,0,1,2500.0,26712.399999999998,8471.761666666665,62.0
2024-06-17,P018,Makeup,2,5,499,0,Rainy,Monsoon,Low,No,No,Fenty Beauty Gloss Bomb,998.0,2024,6,2024Q2,0,25,0,0,157500.0,26341.714285714286,8421.861666666666,-0.993663492063492
2024-06-24,P009,Hot Beverages,3,6,120,0,Humid,Monsoon,Low,No,No,Fenty Beauty Gloss Bomb,360.0,2024,6,2024Q2,0,26,0,0,998.0,25879.428571428572,8300.661666666665,-0.6392785571142284
2024-06-25,P024,Sweets,6,6,400,0,Rainy,Monsoon,Low,No,No,Fenty Beauty Gloss Bomb,2400.0,2024,6,2024Q2,1,26,0,0,360.0,25150.85714285714,8240.661666666665,5.666666666666667
2024-06-29,P019,Stationary,19,21,60,0,Rainy,Monsoon,High,No,Yes,Fenty Beauty Gloss Bomb,1140.0,2024,6,2024Q2,5,26,0,0,2400.0,25056.85714285714,8228.761666666665,-0.525
2024-07-03,P028,Sweets,7,9,250,0,Humid,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,1750.0,2024,7,2024Q3,2,27,0,0,1140.0,23806.85714285714,8114.108333333333,0.5350877192982457
2024-07-04,P009,Hot Beverages,7,7,120,0,Rainy,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,840.0,2024,7,2024Q3,3,27,0,0,1750.0,23569.714285714286,7962.3083333333325,-0.52
2024-07-07,P037,Clothes,5,5,1500,0,Humid,Monsoon,Medium,No,Yes,Fenty Beauty Gloss Bomb,7500.0,2024,7,2024Q3,6,27,0,0,840.0,2141.1428571428573,8132.3083333333325,7.928571428571429
2024-07-08,P010,Hot Beverages,7,10,180,0,Humid,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,1260.0,2024,7,2024Q3,0,28,0,0,7500.0,2178.5714285714284,8157.674999999999,-0.832
2024-07-09,P016,Utilities,3,4,35000,0,Rainy,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,105000.0,2024,7,2024Q3,1,28,0,0,1260.0,17127.14285714286,11577.775,82.33333333333333
2024-07-09,P025,Clothes,5,8,250,0,Rainy,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,1250.0,2024,7,2024Q3,1,28,0,0,105000.0,16962.85714285714,11539.541666666666,-0.9880952380952381
2024-07-13,P024,Sweets,6,9,400,0,Rainy,Monsoon,Low,No,Yes,Fenty Beauty Gloss Bomb,2400.0,2024,7,2024Q3,5,28,0,0,1250.0,17142.85714285714,11599.541666666666,0.9199999999999999
2024-07-23,P001,Clothes,4,5,799,10,Cloudy,Monsoon,Low,Yes,No,Fenty Beauty Gloss Bomb,2876.4,2024,7,2024Q3,1,30,0,1,2400.0,17303.77142857143,11575.554999999998,0.19850000000000012
2024-07-27,P027,Beauty,3,5,100,0,Rainy,Monsoon,Medium,No,Yes,Fenty Beauty Gloss Bomb,300.0,2024,7,2024Q3,5,30,0,0,2876.4,17226.62857142857,11495.654999999999,-0.8957029620358782
2024-08-03,P018,Makeup,10,12,499,10,Rainy,Monsoon,High,Yes,Yes,Fenty Beauty Gloss Bomb,4491.0,2024,8,2024Q3,5,31,0,1,300.0,16796.77142857143,11505.355,13.97
2024-08-07,P020,Stationary,1,2,50,0,Rainy,Monsoon,Low,No,No,Fenty Beauty Gloss Bomb,50.0,2024,8,2024Q3,2,32,0,0,4491.0,16623.914285714283,11387.021666666666,-0.9888666221331552
2024-08-11,P016,Utilities,10,12,35000,20,Rainy,Monsoon,High,Yes,Yes,Fenty Beauty Gloss Bomb,280000.0,2024,8,2024Q3,6,32,0,1,50.0,41623.91428571429,20635.525,5599.0
2024-08-14,P018,Makeup,7,8,499,20,Rainy,Monsoon,High,Yes,No,Fenty Beauty Gloss Bomb,2794.4,2024,8,2024Q3,2,33,0,1,280000.0,41844.542857142864,20688.67166666667,-0.99002
2024-08-16,P002,Clothes,5,5,1499,15,Humid,Monsoon,Medium,Yes,No,Fenty Beauty Gloss Bomb,6370.75,2024,8,2024Q3,4,33,0,1,2794.4,42411.792857142864,20649.030000000002,1.2798275121671914
2024-08-17,P022,Travel Necessaries,3,5,2500,0,Rainy,Monsoon,Medium,No,Yes,Fenty Beauty Gloss Bomb,7500.0,2024,8,2024Q3,5,33,0,0,6370.75,43072.30714285715,20832.496666666666,0.1772554251854177
2024-08-19,P020,Stationary,9,10,50,10,Rainy,Monsoon,Medium,Yes,No,Fenty Beauty Gloss Bomb,405.0,2024,8,2024Q3,0,34,0,1,7500.0,43087.30714285715,20747.028333333332,-0.946
2024-08-21,P038,Utilities,2,4,450,0,Rainy,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,900.0,2024,8,2024Q3,2,34,0,0,405.0,42574.30714285715,20710.495,1.2222222222222223
2024-08-23,P009,Hot Beverages,6,9,120,0,Humid,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,720.0,2024,8,2024Q3,4,34,0,0,900.0,42670.02142857143,20659.645,-0.19999999999999996
2024-08-23,P033,Clothes,12,14,899,25,Humid,Monsoon,High,Yes,No,Fenty Beauty Gloss Bomb,8091.0,2024,8,2024Q3,4,34,0,1,720.0,3825.878571428572,20879.445,10.2375
2024-08-24,P033,Clothes,7,8,899,5,Humid,Monsoon,Medium,Yes,Yes,Fenty Beauty Gloss Bomb,5978.349999999999,2024,8,2024Q3,5,34,0,1,8091.0,4280.728571428571,20958.963333333333,-0.2611111111111112
2024-08-27,P025,Clothes,8,9,250,0,Cloudy,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,2000.0,2024,8,2024Q3,1,35,0,0,5978.349999999999,3656.335714285714,20905.763333333332,-0.6654595331487785
2024-08-30,P040,Sweets,4,5,600,0,Rainy,Monsoon,Low,No,No,Fenty Beauty Gloss Bomb,2400.0,2024,8,2024Q3,4,35,0,0,2000.0,2927.7642857142855,20735.763333333332,0.19999999999999996
2024-09-09,P033,Clothes,5,8,899,0,Rainy,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,4495.0,2024,9,2024Q3,0,37,0,0,2400.0,3512.0499999999997,20825.663333333334,0.8729166666666666
2024-09-12,P040,Sweets,10,12,600,0,Rainy,Monsoon,Medium,No,No,Fenty Beauty Gloss Bomb,6000.0,2024,9,2024Q3,3,37,0,0,4495.0,4240.621428571429,20675.663333333334,0.33481646273637367
2024-09-13,P018,Makeup,5,7,499,5,Rainy,Monsoon,Medium,Yes,No,Fenty Beauty Gloss Bomb,2370.25,2024,9,2024Q3,4,37,0,1,6000.0,4476.371428571429,20671.338333333333,-0.6049583333333333
2024-09-13,P026,Clothes,6,9,999,25,Rainy,Monsoon,Medium,Yes,No,Fenty Beauty Gloss Bomb,4495.5,2024,9,2024Q3,4,37,0,1,2370.25,3962.7285714285713,15571.188333333332,0.8966353760151882
2024-09-23,P015,Utilities,5,6,2000,0,Rainy,Monsoon,High,No,No,Fenty Beauty Gloss Bomb,10000.0,2024,9,2024Q3,0,39,0,0,4495.5,4537.25,15871.255,1.2244466688911135
2024-09-24,P009,Hot Beverages,4,7,120,20,Rainy,Monsoon,Low,Yes,No,Fenty Beauty Gloss Bomb,384.0,2024,9,2024Q3,1,39,0,1,10000.0,4306.392857142857,15872.054999999998,-0.9616
2024-10-02,P018,Makeup,4,5,499,0,Pleasant,Autumn,Medium,No,No,Fenty Beauty Gloss Bomb,1996.0,2024,10,2024Q4,2,40,0,0,384.0,4248.678571428572,15858.588333333331,4.197916666666667
2024-10-04,P022,Travel Necessaries,1,2,2500,0,Pleasant,Autumn,Low,No,No,Fenty Beauty Gloss Bomb,2500.0,2024,10,2024Q4,4,40,0,0,1996.0,3963.6785714285716,15903.921666666665,0.2525050100200401
2024-10-05,P018,Makeup,6,6,499,5,Cloudy,Autumn,High,Yes,Yes,Fenty Beauty Gloss Bomb,2844.2999999999997,2024,10,2024Q4,5,40,0,1,2500.0,3512.8642857142854,15940.398333333333,0.13771999999999984
2024-10-15,P019,Stationary,7,7,60,0,Pleasant,Autumn,Medium,No,No,Fenty Beauty Gloss Bomb,420.0,2024,10,2024Q4,1,42,0,0,2844.2999999999997,3234.2571428571428,15926.398333333333,-0.8523362514502689
2024-10-28,P018,Makeup,2,4,499,0,Sunny,Autumn,Low,No,No,Fenty Beauty Gloss Bomb,998.0,2024,10,2024Q4,0,44,0,0,420.0,2734.6142857142854,15709.664999999999,1.3761904761904762
2024-11-08,P025,Clothes,2,4,250,0,Pleasant,Autumn,Low,No,No,Fenty Beauty Gloss Bomb,500.0,2024,11,2024Q4,4,45,1,0,998.0,1377.4714285714285,15684.331666666665,-0.498997995991984
2024-11-09,P018,Makeup,2,2,499,0,Pleasant,Autumn,Low,No,Yes,Fenty Beauty Gloss Bomb,998.0,2024,11,2024Q4,5,45,1,0,500.0,1465.185714285714,12217.598333333332,0.996
2024-11-10,P017,Beauty,4,4,199,0,Pleasant,Autumn,Medium,No,Yes,Fenty Beauty Gloss Bomb,796.0,2024,11,2024Q4,6,45,1,0,998.0,1293.7571428571428,12202.464999999998,-0.20240480961923846
2024-11-11,P018,Makeup,2,4,499,0,Cloudy,Autumn,Low,No,No,Fenty Beauty Gloss Bomb,998.0,2024,11,2024Q4,0,46,1,0,796.0,1079.185714285714,12155.731666666665,0.25376884422110546
2024-11-12,P010,Hot Beverages,7,9,180,0,Pleasant,Autumn,Medium,No,No,Fenty Beauty Gloss Bomb,1260.0,2024,11,2024Q4,1,46,1,0,998.0,852.8571428571429,12101.851666666664,0.26252505010020033
2024-11-14,P018,Makeup,1,4,499,0,Pleasant,Autumn,Low,No,No,Fenty Beauty Gloss Bomb,499.0,2024,11,2024Q4,3,46,1,0,1260.0,864.1428571428571,12108.484999999997,-0.603968253968254
2024-11-17,P040,Sweets,15,17,600,0,Sunny,Autumn,High,No,Yes,Fenty Beauty Gloss Bomb,9000.0,2024,11,2024Q4,6,46,1,0,499.0,2007.2857142857142,12258.784999999998,17.03607214428858
2024-11-18,P021,Travel Necessaries,5,7,700,5,Pleasant,Autumn,High,Yes,No,Fenty Beauty Gloss Bomb,3325.0,2024,11,2024Q4,0,47,1,1,9000.0,2410.8571428571427,12367.951666666664,-0.6305555555555555
2024-11-20,P018,Makeup,3,5,499,0,Cloudy,Autumn,Medium,No,No,Fenty Beauty Gloss Bomb,1497.0,2024,11,2024Q4,2,47,1,0,3325.0,2482.1428571428573,3084.5183333333316,-0.5497744360902256
2024-11-21,P037,Clothes,8,8,1500,15,Sunny,Autumn,Medium,Yes,No,Fenty Beauty Gloss Bomb,10200.0,2024,11,2024Q4,3,47,1,1,1497.0,3825.5714285714284,3331.371666666665,5.813627254509018
2024-11-23,P013,Utilities,0,3,300,0,Sunny,Autumn,Low,No,Yes,Fenty Beauty Gloss Bomb,0.0,2024,11,2024Q4,5,47,1,0,10200.0,3683.0,3119.0133333333315,-1.0
2024-11-23,P014,Utilities,4,7,600,15,Sunny,Autumn,High,Yes,Yes,Fenty Beauty Gloss Bomb,2040.0,2024,11,2024Q4,5,47,1,1,0.0,3794.4285714285716,2937.0133333333315,inf
2024-11-23,P018,Makeup,4,6,499,0,Sunny,Autumn,Medium,No,Yes,Fenty Beauty Gloss Bomb,1996.0,2024,11,2024Q4,5,47,1,0,2040.0,4008.285714285714,2990.046666666665,-0.021568627450980427
2024-11-26,P022,Travel Necessaries,2,4,2500,15,Pleasant,Autumn,Medium,Yes,No,Fenty Beauty Gloss Bomb,4250.0,2024,11,2024Q4,1,48,1,1,1996.0,3329.714285714286,3101.713333333332,1.129258517034068
2024-11-30,P010,Hot Beverages,8,11,180,0,Pleasant,Autumn,Medium,No,Yes,Fenty Beauty Gloss Bomb,1440.0,2024,11,2024Q4,5,48,1,0,4250.0,3060.4285714285716,3125.713333333332,-0.6611764705882353
2024-11-30,P027,Beauty,2,3,100,0,Pleasant,Autumn,Low,No,Yes,Fenty Beauty Gloss Bomb,200.0,2024,11,2024Q4,5,48,1,0,1440.0,2875.1428571428573,2862.6799999999985,-0.8611111111111112
2024-12-01,P013,Utilities,1,4,300,0,Cold,Winter,Low,No,Yes,Fenty Beauty Gloss Bomb,300.0,2024,12,2024Q4,6,48,1,0,200.0,1460.857142857143,2673.401666666665,0.5
2024-12-01,P018,Makeup,0,2,499,0,Cold,Winter,Low,No,Yes,Fenty Beauty Gloss Bomb,0.0,2024,12,2024Q4,6,48,1,0,300.0,1460.857142857143,2606.7349999999983,-1.0
2024-12-02,P021,Travel Necessaries,4,6,700,0,Cold,Winter,High,No,No,Fenty Beauty Gloss Bomb,2800.0,2024,12,2024Q4,0,49,1,0,0.0,1569.4285714285713,2620.0683333333313,inf
2024-12-04,P018,Makeup,9,10,499,0,Cold,Winter,High,No,No,Fenty Beauty Gloss Bomb,4491.0,2024,12,2024Q4,2,49,1,0,2800.0,1925.857142857143,2619.934999999998,0.6039285714285714
2024-12-09,P040,Sweets,4,6,600,0,Sunny,Winter,Low,No,No,Fenty Beauty Gloss Bomb,2400.0,2024,12,2024Q4,0,50,1,0,4491.0,1661.5714285714287,2499.934999999998,-0.4655978623914495
2024-12-16,P003,Clothes,3,5,499,0,Sunny,Winter,Low,No,No,Fenty Beauty Gloss Bomb,1497.0,2024,12,2024Q4,0,51,1,0,2400.0,1669.7142857142858,2470.826666666665,-0.37625
2024-12-20,P018,Makeup,1,3,499,0,Cloudy,Winter,Low,No,No,Fenty Beauty Gloss Bomb,499.0,2024,12,2024Q4,4,51,1,0,1497.0,1712.4285714285713,2337.6099999999983,-0.6666666666666667
2024-12-26,P033,Clothes,26,29,899,15,Cold,Winter,High,Yes,No,Fenty Beauty Gloss Bomb,19867.899999999998,2024,12,2024Q4,3,52,1,1,499.0,4507.842857142857,2666.539999999998,38.81543086172344
2024-12-30,P028,Sweets,8,11,250,0,Cold,Winter,Medium,No,No,Fenty Beauty Gloss Bomb,2000.0,2024,12,2024Q4,0,1,1,0,19867.899999999998,4793.557142857142,2720.4066666666645,-0.899335108390922
2024-12-31,P010,Hot Beverages,9,9,180,0,Sunny,Winter,Medium,No,No,Fenty Beauty Gloss Bomb,1620.0,2024,12,2024Q4,1,1,1,0,2000.0,4624.985714285714,2707.873333333331,-0.18999999999999995
2022-01-16,P021,Travel Necessaries,2,2,700,0,Cold,Winter,Medium,No,Yes,Herman Miller Office Chair,1400.0,2022,1,2022Q1,6,2,0,0,,1400.0,1400.0,0.0
2022-01-17,P020,Stationary,9,12,50,0,Sunny,Winter,Medium,No,No,Herman Miller Office Chair,450.0,2022,1,2022Q1,0,3,0,0,1400.0,925.0,925.0,-0.6785714285714286
2022-01-18,P040,Sweets,6,6,600,0,Sunny,Winter,Low,No,No,Herman Miller Office Chair,3600.0,2022,1,2022Q1,1,3,0,0,450.0,1816.6666666666667,1816.6666666666667,7.0
2022-02-01,P020,Stationary,5,8,50,0,Sunny,Winter,Medium,No,No,Herman Miller Office Chair,250.0,2022,2,2022Q1,1,5,0,0,3600.0,1425.0,1425.0,-0.9305555555555556
2022-02-06,P034,Stationary,8,11,1200,0,Cloudy,Winter,Medium,No,Yes,Herman Miller Office Chair,9600.0,2022,2,2022Q1,6,5,0,0,250.0,3060.0,3060.0,37.4
2022-02-16,P020,Stationary,3,4,50,0,Sunny,Winter,Low,No,No,Herman Miller Office Chair,150.0,2022,2,2022Q1,2,7,0,0,9600.0,2575.0,2575.0,-0.984375
2022-02-26,P022,Travel Necessaries,1,4,2500,15,Cold,Winter,Low,Yes,Yes,Herman Miller Office Chair,2125.0,2022,2,2022Q1,5,8,0,1,150.0,2510.714285714286,2510.714285714286,13.166666666666666
2022-02-26,P040,Sweets,6,8,600,0,Cold,Winter,Low,No,Yes,Herman Miller Office Chair,3600.0,2022,2,2022Q1,5,8,0,0,2125.0,2825.0,2646.875,0.6941176470588235
2022-02-27,P010,Hot Beverages,9,10,180,15,Cold,Winter,Medium,Yes,Yes,Herman Miller Office Chair,1377.0,2022,2,2022Q1,6,8,0,1,3600.0,2957.4285714285716,2505.777777777778,-0.6174999999999999
2022-03-07,P038,Utilities,2,4,450,25,Hot,Summer,Medium,Yes,No,Herman Miller Office Chair,675.0,2022,3,2022Q1,0,10,0,1,1377.0,2539.5714285714284,2322.7,-0.5098039215686274
2022-03-11,P033,Clothes,6,6,899,0,Hot,Summer,Medium,No,No,Herman Miller Office Chair,5394.0,2022,3,2022Q1,4,10,0,0,675.0,3274.4285714285716,2601.909090909091,6.9911111111111115
2022-03-11,P019,Stationary,11,11,60,20,Hot,Summer,High,Yes,No,Herman Miller Office Chair,528.0,2022,3,2022Q1,4,10,0,1,5394.0,1978.4285714285713,2429.0833333333335,-0.9021134593993326
2022-03-12,P028,Sweets,7,7,250,0,Sunny,Summer,Medium,No,Yes,Herman Miller Office Chair,1750.0,2022,3,2022Q1,5,10,0,0,528.0,2207.0,2376.846153846154,2.3143939393939394
2022-03-13,P021,Travel Necessaries,5,8,700,5,Hot,Summer,High,Yes,Yes,Herman Miller Office Chair,3325.0,2022,3,2022Q1,6,10,0,1,1750.0,2378.4285714285716,2444.5714285714284,0.8999999999999999
2022-03-13,P001,Clothes,2,3,799,0,Hot,Summer,Low,No,Yes,Herman Miller Office Chair,1598.0,2022,3,2022Q1,6,10,0,0,3325.0,2092.4285714285716,2388.133333333333,-0.5193984962406015
2022-03-16,P036,Beauty,0,2,899,10,Hot,Summer,Low,Yes,No,Herman Miller Office Chair,0.0,2022,3,2022Q1,2,11,0,1,1598.0,1895.7142857142858,2238.875,-1.0
2022-03-17,P013,Utilities,2,3,300,0,Sunny,Summer,Medium,No,No,Herman Miller Office Chair,600.0,2022,3,2022Q1,3,11,0,0,0.0,1885.0,2142.470588235294,inf
2022-03-23,P037,Clothes,3,5,1500,0,Hot,Summer,Low,No,No,Herman Miller Office Chair,4500.0,2022,3,2022Q1,2,12,0,0,600.0,1757.2857142857142,2273.4444444444443,6.5
2022-03-24,P009,Hot Beverages,3,3,120,0,Hot,Summer,Low,No,No,Herman Miller Office Chair,360.0,2022,3,2022Q1,3,12,0,0,4500.0,1733.2857142857142,2172.7368421052633,-0.92
2022-03-29,P016,Utilities,8,8,35000,0,Sunny,Summer,High,No,No,Herman Miller Office Chair,280000.0,2022,3,2022Q1,1,13,0,0,360.0,41483.28571428572,16064.1,776.7777777777778
2022-04-03,P040,Sweets,5,5,600,0,Sunny,Summer,Low,No,Yes,Herman Miller Office Chair,3000.0,2022,4,2022Q2,6,13,0,0,280000.0,41436.857142857145,15442.0,-0.9892857142857143
2022-04-12,P034,Stationary,10,13,1200,0,Humid,Summer,High,No,No,Herman Miller Office Chair,12000.0,2022,4,2022Q2,1,15,0,0,3000.0,42922.857142857145,15285.545454545454,3.0
2022-05-12,P023,Sweets,2,4,600,0,Humid,Summer,Low,No,No,Herman Miller Office Chair,1200.0,2022,5,2022Q2,3,19,0,0,12000.0,43094.28571428572,14673.130434782608,-0.9
2022-05-13,P025,Clothes,11,12,250,25,Sunny,Summer,High,Yes,No,Herman Miller Office Chair,2062.5,2022,5,2022Q2,4,19,0,1,1200.0,43303.21428571428,14147.6875,0.71875
2022-05-14,P024,Sweets,9,11,400,0,Sunny,Summer,Medium,No,Yes,Herman Miller Office Chair,3600.0,2022,5,2022Q2,5,19,0,0,2062.5,43174.642857142855,13725.78,0.7454545454545454
2022-05-28,P001,Clothes,7,10,799,5,Sunny,Summer,Medium,Yes,Yes,Herman Miller Office Chair,5313.349999999999,2022,5,2022Q2,5,21,0,1,3600.0,43882.264285714286,13402.224999999999,0.4759305555555553
2022-06-02,P024,Sweets,11,14,400,0,Rainy,Monsoon,Medium,No,No,Herman Miller Office Chair,4400.0,2022,6,2022Q2,3,22,0,0,5313.349999999999,4510.835714285714,13068.809259259258,-0.17189720232998007
2022-06-03,P015,Utilities,2,5,2000,0,Rainy,Monsoon,Medium,No,No,Herman Miller Office Chair,4000.0,2022,6,2022Q2,4,22,0,0,4400.0,4653.692857142857,12744.923214285713,-0.09090909090909094
2022-06-12,P026,Clothes,3,3,999,0,Rainy,Monsoon,Low,No,Yes,Herman Miller Office Chair,2997.0,2022,6,2022Q2,6,23,0,0,4000.0,3367.5499999999997,12408.787931034482,-0.25075000000000003
2022-06-24,P028,Sweets,9,9,250,0,Cloudy,Monsoon,Medium,No,No,Herman Miller Office Chair,2250.0,2022,6,2022Q2,4,25,0,0,2997.0,3517.5499999999997,12070.161666666665,-0.2492492492492493
2022-07-05,P025,Clothes,5,8,250,5,Rainy,Monsoon,Medium,Yes,No,Herman Miller Office Chair,1187.5,2022,7,2022Q3,1,27,0,1,2250.0,3392.5499999999997,12063.078333333333,-0.4722222222222222
2022-07-19,P022,Travel Necessaries,2,5,2500,0,Rainy,Monsoon,Medium,No,No,Herman Miller Office Chair,5000.0,2022,7,2022Q3,1,29,0,0,1187.5,3592.5499999999997,12214.744999999999,3.2105263157894735
2022-07-25,P017,Beauty,0,2,199,0,Rainy,Monsoon,Low,No,No,Herman Miller Office Chair,0.0,2022,7,2022Q3,0,30,0,0,5000.0,2833.5,12094.744999999999,-1.0
2022-07-28,P017,Beauty,4,5,199,0,Humid,Monsoon,Medium,No,No,Herman Miller Office Chair,796.0,2022,7,2022Q3,3,30,0,0,0.0,2318.6428571428573,12112.945,inf
2022-07-28,P028,Sweets,7,7,250,0,Humid,Monsoon,Medium,No,No,Herman Miller Office Chair,1750.0,2022,7,2022Q3,3,30,0,0,796.0,1997.2142857142858,11851.278333333332,1.1984924623115578
2022-08-07,P021,Travel Necessaries,0,3,700,0,Cloudy,Monsoon,Low,No,Yes,Herman Miller Office Chair,0.0,2022,8,2022Q3,6,31,0,0,1750.0,1569.0714285714287,11846.278333333332,-1.0
2022-08-07,P024,Sweets,4,4,400,0,Cloudy,Monsoon,Low,No,Yes,Herman Miller Office Chair,1600.0,2022,8,2022Q3,6,31,0,0,0.0,1476.2142857142858,11828.778333333332,inf
2022-08-10,P022,Travel Necessaries,0,2,2500,0,Rainy,Monsoon,Low,No,No,Herman Miller Office Chair,0.0,2022,8,2022Q3,2,32,0,0,1600.0,1306.5714285714287,11708.778333333332,-1.0
2022-08-11,P001,Clothes,5,7,799,0,Rainy,Monsoon,Medium,No,No,Herman Miller Office Chair,3995.0,2022,8,2022Q3,3,32,0,0,0.0,1163.0,11796.045,inf
2022-08-13,P024,Sweets,6,7,400,0,Humid,Monsoon,Low,No,Yes,Herman Miller Office Chair,2400.0,2022,8,2022Q3,5,32,0,0,3995.0,1505.857142857143,11853.545,-0.39924906132665827
2022-08-24,P001,Clothes,3,3,799,0,Humid,Monsoon,Low,No,No,Herman Miller Office Chair,2397.0,2022,8,2022Q3,2,34,0,0,2400.0,1734.5714285714287,11753.644999999999,-0.0012499999999999734
2022-09-07,P023,Sweets,4,7,600,0,Humid,Monsoon,Low,No,No,Herman Miller Office Chair,2400.0,2022,9,2022Q3,2,36,0,0,2397.0,1827.4285714285713,11816.045,0.0012515644555695093
2022-09-09,P017,Beauty,1,3,199,0,Rainy,Monsoon,Low,No,No,Herman Miller Office Chair,199.0,2022,9,2022Q3,4,36,0,0,2400.0,1855.857142857143,11764.345,-0.9170833333333334
2022-09-11,P036,Beauty,6,8,899,5,Rainy,Monsoon,High,Yes,Yes,Herman Miller Office Chair,5124.3,2022,9,2022Q3,6,36,0,1,199.0,2359.328571428571,11824.321666666667,24.75025125628141
2022-09-26,P025,Clothes,6,9,250,0,Rainy,Monsoon,Medium,No,No,Herman Miller Office Chair,1500.0,2022,9,2022Q3,0,39,0,0,5124.3,2573.6142857142854,11821.055,-0.7072770915051811
2022-09-28,P022,Travel Necessaries,2,5,2500,0,Rainy,Monsoon,Medium,No,No,Herman Miller Office Chair,5000.0,2022,9,2022Q3,2,39,0,0,1500.0,2717.1857142857143,11987.721666666668,2.3333333333333335
2022-10-14,P040,Sweets,6,9,600,0,Sunny,Autumn,Low,No,No,Herman Miller Office Chair,3600.0,2022,10,2022Q4,4,41,0,0,5000.0,2888.6142857142854,12087.721666666668,-0.28
2022-10-19,P001,Clothes,12,13,799,0,Pleasant,Autumn,High,No,No,Herman Miller Office Chair,9588.0,2022,10,2022Q4,2,42,0,0,3600.0,3915.9,12257.321666666667,1.6633333333333336
2022-11-02,P024,Sweets,9,10,400,0,Pleasant,Autumn,Medium,No,No,Herman Miller Office Chair,3600.0,2022,11,2022Q4,2,44,1,0,9588.0,4087.328571428571,12365.321666666667,-0.6245306633291614
2022-11-03,P034,Stationary,8,9,1200,25,Cloudy,Autumn,Medium,Yes,No,Herman Miller Office Chair,7200.0,2022,11,2022Q4,3,44,1,1,3600.0,5087.471428571429,3271.9883333333332,1.0
2022-11-06,P017,Beauty,4,4,199,0,Cloudy,Autumn,Medium,No,Yes,Herman Miller Office Chair,796.0,2022,11,2022Q4,6,44,1,0,7200.0,4469.142857142857,3198.5216666666665,-0.8894444444444445
2022-11-11,P037,Clothes,4,4,1500,0,Pleasant,Autumn,Low,No,No,Herman Miller Office Chair,6000.0,2022,11,2022Q4,4,45,1,0,796.0,5112.0,2998.5216666666665,6.5376884422110555
2022-11-14,P010,Hot Beverages,4,7,180,0,Pleasant,Autumn,Low,No,No,Herman Miller Office Chair,720.0,2022,11,2022Q4,0,46,1,0,6000.0,4500.571428571428,2982.5216666666665,-0.88
2022-11-15,P026,Clothes,7,7,999,0,Sunny,Autumn,Medium,No,No,Herman Miller Office Chair,6993.0,2022,11,2022Q4,1,46,1,0,720.0,4985.285714285715,3146.8716666666664,8.7125
2022-11-18,P021,Travel Necessaries,2,3,700,0,Pleasant,Autumn,Medium,No,No,Herman Miller Office Chair,1400.0,2022,11,2022Q4,4,46,1,0,6993.0,3815.5714285714284,3073.538333333333,-0.7997997997997998
2022-11-20,P028,Sweets,11,11,250,0,Cloudy,Autumn,Medium,No,Yes,Herman Miller Office Chair,2750.0,2022,11,2022Q4,6,46,1,0,1400.0,3694.1428571428573,2988.093333333333,0.9642857142857142
2022-11-24,P040,Sweets,10,10,600,0,Pleasant,Autumn,Medium,No,No,Herman Miller Office Chair,6000.0,2022,11,2022Q4,3,47,1,0,2750.0,3522.714285714286,3041.4266666666663,1.1818181818181817
2022-11-27,P037,Clothes,3,4,1500,0,Cloudy,Autumn,Low,No,Yes,Herman Miller Office Chair,4500.0,2022,11,2022Q4,6,47,1,0,6000.0,4051.8571428571427,3058.093333333333,-0.25
2022-12-01,P017,Beauty,3,3,199,0,Sunny,Winter,Medium,No,No,Herman Miller Office Chair,597.0,2022,12,2022Q4,3,48,1,0,4500.0,3280.0,2978.093333333333,-0.8673333333333333
2022-12-09,P028,Sweets,6,9,250,0,Cloudy,Winter,Low,No,No,Herman Miller Office Chair,1500.0,2022,12,2022Q4,4,49,1,0,597.0,3391.4285714285716,2953.093333333333,1.512562814070352
